SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_1144,1_1144_u,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",0:07,SHELDON,BBT,1,PRO,Disgust,Neutral,4,6
1_11485,1_11485_c_00,"See, I've got, uh, my tea is at the perfect sipping temperature.",0:04,SHELDON,BBT,,,,,,
1_11485,1_11485_c_01,"Uh, I have fleece-lined boxer shorts to keep my tushie toasty.",0:08,SHELDON,BBT,,,,,,
1_11485,1_11485_c_02,"And then, oh, last but not least, this inspirational cat poster, improved with the reassuring face of physics renegade Richard Feynman.",0:2,SHELDON,BBT,,,,,,
1_11485,1_11485_u,Is that why you had to take him to Office Depot last night?,0:04,PENNY,BBT,0,NONE,Disgust,Disgust,4,6
1_11526,1_11526_c_00,"If I were going to Hawaii, I'd spend all my time at the Keck Observatory.
Did you know that the telescopes there have better resolution than the Hubble?",0:05,AMY,BBT,,,,,,
1_11526,1_11526_c_01,"Really?
Want to go to Hawaii?",0:08,PENNY,BBT,,,,,,
1_11526,1_11526_c_02,"Ladies?
Ladies...
Ladies?",0:14,SHELDON,BBT,,,,,,
1_11526,1_11526_c_03,Come in.,0:15,PENNY,BBT,,,,,,
1_11526,1_11526_c_04,Ladies.,0:17,SHELDON,BBT,,,,,,
1_11526,1_11526_c_05,What's up?,0:2,PENNY,BBT,,,,,,
1_11526,1_11526_u,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0:13,SHELDON,BBT,0,NONE,Happiness,Happiness,6,6
1_11529,1_11529_c_00,What exactly do you think goes on here?,0:02,PENNY,BBT,,,,,,
1_11529,1_11529_c_01,"Well...
conversations that you wouldn't be comfortable having in front of the opposite sex.",0:07,SHELDON,BBT,,,,,,
1_11529,1_11529_c_02,"You know, who has the best cervix.",0:08,SHELDON,BBT,,,,,,
1_11529,1_11529_c_03,Which sanitary napkin is all the rage right now.,0:12,SHELDON,BBT,,,,,,
1_11529,1_11529_c_04,"Men's buttocks, and how you want to pat and squeeze them.",0:16,SHELDON,BBT,,,,,,
1_11529,1_11529_c_05,We were talking about Penny's job.,0:21,BERNADETTE,BBT,,,,,,
1_11529,1_11529_u,"And how difficult it is to do when she's bloated, cranky and crampy?",0:05,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_11609,1_11609_c_00,Do you really want him to write back?,0:01,LEONARD,BBT,,,,,,
1_11609,1_11609_c_01,"Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?""",0:1,SHELDON,BBT,,,,,,
1_11609,1_11609_c_02,Me-wow.,0:21,LEONARD,BBT,,,,,,
1_11609,1_11609_u,"I've, uh, created some other user accounts so I can post positive comments about their paper.",0:06,RAJ,BBT,0,NONE,Happiness,Happiness,6,5
1_11697,1_11697_c_00,Can you please just let it go?,0:01,BERNADETTE,BBT,,,,,,
1_11697,1_11697_c_01,"Oh, I can help you with that.",0:03,SHELDON,BBT,,,,,,
1_11697,1_11697_c_02,Imagine you're holding an ordinary pen.,0:08,SHELDON,BBT,,,,,,
1_11697,1_11697_c_03,While your favorite pen is safe and secure in your pocket.,0:13,SHELDON,BBT,,,,,,
1_11697,1_11697_c_04,Hold that thought.,0:17,HOWARD,BBT,,,,,,
1_11697,1_11697_c_05,Hello?,0:18,HOWARD,BBT,,,,,,
1_11697,1_11697_c_06,How can I make this up to you?,0:21,AMY,BBT,,,,,,
1_11697,1_11697_u,The answer's in this puzzle box. Let's see if you can open it.,0:05,PENNY,BBT,1,ILL,Anger,Happiness,3,8
1_11699,1_11699_c_00,Hold that thought.,0:01,HOWARD,BBT,,,,,,
1_11699,1_11699_c_01,Hello?,0:02,HOWARD,BBT,,,,,,
1_11699,1_11699_c_02,How can I make this up to you?,0:04,AMY,BBT,,,,,,
1_11699,1_11699_c_03,"The answer's in this puzzle box. 
Let's see if you can open it.",0:09,PENNY,BBT,,,,,,
1_11699,1_11699_c_04,You could have at least warned him about the furniture.,0:15,BERNADETTE,BBT,,,,,,
1_11699,1_11699_c_05,That's what I said when we moved it.,0:15,RAJ,BBT,,,,,,
1_11699,1_11699_c_06,You helped him?!,0:19,BERNADETTE,BBT,,,,,,
1_11699,1_11699_u,"No, Stuart picked out those throw pillows all on his own.",0:04,RAJ,BBT,1,PRO,Ridicule,Sadness,4,7
1_11723,1_11723_c_00,"Oh... then I choose a janitor.
'Cause I'm about to throw up.",0:02,AMY,BBT,,,,,,
1_11723,1_11723_c_01,"I'm in love.
Let's do something else.",0:05,LEONARD,BBT,,,,,,
1_11723,1_11723_c_02,"Ooh, uh, Emily gets off work soon.
Why don't the four of us go out?",0:11,RAJ,BBT,,,,,,
1_11723,1_11723_c_03,Okay. Sounds good.,0:13,AMY,BBT,,,,,,
1_11723,1_11723_c_04,Should we call Howard and Bernadette?,0:14,LEONARD,BBT,,,,,,
1_11723,1_11723_c_05,"I don't know what time their plane gets in, but let me, let me shoot them a text.",0:17,RAJ,BBT,,,,,,
1_11723,1_11723_c_06,Did he say anything about the funeral?,0:2,AMY,BBT,,,,,,
1_11723,1_11723_u,"Not much, but he seemed to be in a pretty good place.",0:04,RAJ,BBT,0,NONE,Sadness,Sadness,4,5
1_11736,1_11736_c_00,Mr. and Mrs. Wolowitz?,0:16,PERSON,BBT,,,,,,
1_11736,1_11736_c_01,"As far as I can tell, your bag arrived in Los Angeles.",0:2,PERSON,BBT,,,,,,
1_11736,1_11736_c_02,"So, where is it?",0:22,BERNADETTE,BBT,,,,,,
1_11736,1_11736_u,"I don't know, perhaps somebody took it off the carousel by mistake?",0:03,PERSON,BBT,0,NONE,Sadness,Sadness,4,6
1_11773,1_11773_c_00,we decided that the time was right to take a step forward.,0:04,AMY,BBT,,,,,,
1_11773,1_11773_c_01,Okay.,0:11,LEONARD,BBT,,,,,,
1_11773,1_11773_c_02,Do you want to say it?,0:16,SHELDON,BBT,,,,,,
1_11773,1_11773_c_03,Let's say it together.,0:17,AMY,BBT,,,,,,
1_11773,1_11773_c_04,We're getting a turtle!,0:22,SHELDON,BBT,,,,,,
1_11773,1_11773_u,This is why I've been saying we should keep champagne on ice.,0:06,PENNY,BBT,1,PRO,Sadness,Excitement,2,8
1_1180,1_1180_c_00,"Yeah, sure.",0:01,PENNY,BBT,,,,,,
1_1180,1_1180_c_01,I don't like bear claws.,0:02,SHELDON,BBT,,,,,,
1_1180,1_1180_c_02,"Hey, Penny.",0:05,PERSON,BBT,,,,,,
1_1180,1_1180_c_03,Dumbass.,0:06,PERSON,BBT,,,,,,
1_1180,1_1180_c_04,Leslie Winkle.,0:1,SHELDON,BBT,,,,,,
1_1180,1_1180_c_05,"Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?",0:16,SHELDON,BBT,,,,,,
1_1180,1_1180_c_06,"They have a lot in common. I mean, they're both scientists.",0:2,PENNY,BBT,,,,,,
1_1180,1_1180_u,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",0:7,SHELDON,BBT,1,PRO,Frustration,Sadness,3,9
1_1185,1_1185_c_00,"I'm sorry about all of Sheldon's interruptions.
He can be a bit of an eccentric.",0:13,LEONARD,BBT,,,,,,
1_1185,1_1185_c_01,"If by ""eccentric"" you mean passive-aggressive East Texas blowhole, I agree.",0:19,PERSON,BBT,,,,,,
1_1185,1_1185_u,I think tonight was a very good start.,0:03,LEONARD,BBT,0,NONE,Happiness,Happiness,6,7
1_11885,1_11885_c_00,Glad you guys could make it.,0:19,PERSON,BBT,,,,,,
1_11885,1_11885_c_01,Of course.,0:2,LEONARD,BBT,,,,,,
1_11885,1_11885_c_02,"Wow, it looks really pretty in here.",0:21,PENNY,BBT,,,,,,
1_11885,1_11885_u,"Yeah, turns out half a dozen menorahs really sets a mood.",0:05,PERSON,BBT,1,PRO,Ridicule,Neutral,4,6
1_11889,1_11889_c_00,Hi. Hello.,0:02,SHELDON,BBT,,,,,,
1_11889,1_11889_c_01,"Oh, and a special hello to Leonard, who needs to be mentioned by name.",0:06,SHELDON,BBT,,,,,,
1_11889,1_11889_c_02,Subtle.,0:09,LEONARD,BBT,,,,,,
1_11889,1_11889_c_03,"But you got it, right?",0:11,SHELDON,BBT,,,,,,
1_11889,1_11889_c_04,"Hey, guys.",0:14,HOWARD,BBT,,,,,,
1_11889,1_11889_c_05,Hey. Hi. Hello.,0:15,PENNY,BBT,,,,,,
1_11889,1_11889_c_06,"I just want everyone to know, uh, tonight's not a sad occasion.",0:2,HOWARD,BBT,,,,,,
1_11889,1_11889_u,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0:04,BERNADETTE,BBT,0,NONE,Happiness,Happiness,7,7
1_1189,1_1189_c_00,That's enough.,0:02,PERSON1,BBT,,,,,,
1_1189,1_1189_c_01,Call me.,0:04,PERSON1,BBT,,,,,,
1_1189,1_1189_c_02,Right.,0:08,LEONARD,BBT,,,,,,
1_1189,1_1189_c_03,"Okay, good night.",0:11,PENNY,BBT,,,,,,
1_1189,1_1189_c_04,What?,0:12,PERSON2,BBT,,,,,,
1_1189,1_1189_c_05,Had a great time. Ciao.,0:13,PENNY,BBT,,,,,,
1_1189,1_1189_u,"I'm sorry, I am not going back to the Renaissance fair.",0:04,SHELDON,BBT,0,NONE,Frustration,Frustration,3,7
1_11901,1_11901_c_00,I don't believe it matters what the topic is.,0:02,SHELDON,BBT,,,,,,
1_11901,1_11901_c_01,"What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. 
It's all about the execution.",0:1,SHELDON,BBT,,,,,,
1_11901,1_11901_c_02,Of course you'd focus on that rather than the inspiration.,0:15,LEONARD,BBT,,,,,,
1_11901,1_11901_c_03,"Uh, new salon topic.
What's more important, an idea or its execution?",0:19,LEONARD,BBT,,,,,,
1_11901,1_11901_c_04,"Oh, that's fun.",0:21,BERNADETTE,BBT,,,,,,
1_11901,1_11901_u,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",0:16,SHELDON,BBT,1,PRO,Disgust,Happiness,2,8
1_11913,1_11913_c_00,I don't think I've eaten that much in my entire life.,0:22,PENNY,BBT,,,,,,
1_11913,1_11913_u,It's why my people wandered the desert for 40 years. Took that long to walk it off.,0:07,HOWARD,BBT,1,PRO,Ridicule,Sadness,4,6
1_11924,1_11924_c_00,"So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway.",0:12,BERNADETTE,BBT,,,,,,
1_11924,1_11924_c_01,"Can I be in charge of pricing?
I've been going to garage sales my whole life.",0:16,AMY,BBT,,,,,,
1_11924,1_11924_c_02,Can you believe I got these pantyhose for a nickel?,0:2,AMY,BBT,,,,,,
1_11924,1_11924_u,"All right, Amy's in charge of pricing and being 75.",0:05,HOWARD,BBT,1,PRO,Ridicule,Neutral,4,6
1_11928,1_11928_c_00,"All right, Amy's in charge of pricing and being 75.",0:03,HOWARD,BBT,,,,,,
1_11928,1_11928_c_01,"Hey, Penny, can you give me a hand with this?",0:07,RAJ,BBT,,,,,,
1_11928,1_11928_c_02,"Sure. Aw, we had one of these growing up. I used to play all the time.",0:1,PENNY,BBT,,,,,,
1_11928,1_11928_c_03,"Oh, yeah? I love Ping-Pong.",0:12,RAJ,BBT,,,,,,
1_11928,1_11928_c_04,"Oh, I meant beer pong.",0:15,PENNY,BBT,,,,,,
1_11928,1_11928_c_05,"I had a table, too, but I didn't have any friends, so all I did was serve.",0:2,AMY,BBT,,,,,,
1_11928,1_11928_c_06,"You know, you can leave one side up and play against it.",0:24,BERNADETTE,BBT,,,,,,
1_11928,1_11928_u,"And if I had a friend, they might have told me that.",0:04,AMY,BBT,0,NONE,Sadness,Sadness,4,3
1_12002,1_12002_c_00,It's not like I was invited to Richard Feynman's house and have anything better to do.,0:04,SHELDON,BBT,,,,,,
1_12002,1_12002_c_01,Is this how the rest of the night's going to be?,0:07,AMY,BBT,,,,,,
1_12002,1_12002_c_02,I don't know the future.,0:1,SHELDON,BBT,,,,,,
1_12002,1_12002_c_03,"Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it?",0:18,SHELDON,BBT,,,,,,
1_12002,1_12002_c_04,"No, Sheldon.",0:22,AMY,BBT,,,,,,
1_12002,1_12002_u,Then buckle up; you're in for a cranky night.,0:04,SHELDON,BBT,0,NONE,Frustration,Frustration,3,7
1_12083,1_12083_c_00,What's going on in here?,0:1,BERNADETTE,BBT,,,,,,
1_12083,1_12083_c_01,I am making molecular cocktails. This sphere is actually a cosmopolitan.,0:17,HOWARD,BBT,,,,,,
1_12083,1_12083_c_02,How do you drink it?,0:2,BERNADETTE,BBT,,,,,,
1_12083,1_12083_u,"Oh, just put it in your mouth and pop it like a zit.",0:04,HOWARD,BBT,0,NONE,Happiness,Happiness,6,7
1_12202,1_12202_c_00,"Leonard, what time does your mom's plane get in?",0:01,PENNY,BBT,,,,,,
1_12202,1_12202_c_01,I don't know-- some time tomorrow morning.,0:04,LEONARD,BBT,,,,,,
1_12202,1_12202_c_02,Don't you want to know for sure?,0:05,PENNY,BBT,,,,,,
1_12202,1_12202_u,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",0:06,LEONARD,BBT,1,PRO,Sadness,Neutral,3,7
1_12275,1_12275_c_00,"I don't want to rush you, but I'm closing a little early tonight.",0:18,PERSON,BBT,,,,,,
1_12275,1_12275_c_01,Ooh. Hot date?,0:21,RAJ,BBT,,,,,,
1_12275,1_12275_u,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",0:08,PERSON,BBT,0,NONE,Sadness,Sadness,4,6
1_12320,1_12320_c_00,"Okay. Well, then it's settled: small indoor church wedding, black-tie, no butterflies.",0:03,LEONARD,BBT,,,,,,
1_12320,1_12320_c_01,Sounds perfect. Great.,0:04,PENNY,BBT,,,,,,
1_12320,1_12320_c_02,You still didn't pick a date.,0:08,SHELDON,BBT,,,,,,
1_12320,1_12320_c_03,Stay out of it! Shut up!,0:09,PENNY,BBT,,,,,,
1_12320,1_12320_u,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0:11,RAJ,BBT,0,NONE,Fear,Fear,3,8
1_12331,1_12331_c_00,"Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back.",0:05,PERSON1,BBT,,,,,,
1_12331,1_12331_c_01,You were saying?,0:06,PERSON1,BBT,,,,,,
1_12331,1_12331_c_02,"Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you.",0:15,PERSON2,BBT,,,,,,
1_12331,1_12331_c_03,End things? I'm trying to tell you that I love you.,0:2,RAJ,BBT,,,,,,
1_12331,1_12331_c_04,Happy birthday to you.,0:29,HOWARD,BBT,,,,,,
1_12331,1_12331_u,"Wow, there's a Denny's in Vegas you can actually get married in.",0:04,PENNY,BBT,0,NONE,Surprise,Surprise,6,6
1_1262,1_1262_c_00,"Leonard, this is Tom.",0:02,SHELDON,BBT,,,,,,
1_1262,1_1262_c_01,"Hi, Tom. Sheldon?",0:07,LEONARD,BBT,,,,,,
1_1262,1_1262_c_02,Didn't I explain to you about your little mistake in the cafeteria?,0:16,LEONARD,BBT,,,,,,
1_1262,1_1262_u,You were very clear. As was everyone else at the table.,0:04,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_1296,1_1296_c_00,"They're going to digitally add a supernova.
They say it's the perfect metaphor for my incandescent talent.",0:06,RAJ,BBT,,,,,,
1_1296,1_1296_c_01,"Right, a ball of hot, flaming gas that collapses upon itself.",0:1,SHELDON,BBT,,,,,,
1_1296,1_1296_c_02,"Excuse me. Oh, it's my assistant, Trevor.",0:14,RAJ,BBT,,,,,,
1_1296,1_1296_c_03,Go for Koothrappali.,0:17,RAJ,BBT,,,,,,
1_1296,1_1296_u,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",0:06,HOWARD,BBT,1,EMB,Frustration,Surprise,3,7
1_1466,1_1466_c_00,"Excuse me, Dr. Cooper. I'm Kathy O'Brien.",0:09,PERSON,BBT,,,,,,
1_1466,1_1466_c_01,"I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away.",0:18,PERSON,BBT,,,,,,
1_1466,1_1466_u,"Maybe when I publish it, I'll include an inhaler.",0:04,SHELDON,BBT,1,PRO,Ridicule,Neutral,3,6
1_1470,1_1470_c_00,"Hey, guys, I need to use your TV.",0:19,PENNY,BBT,,,,,,
1_1470,1_1470_c_01,What's wrong with your TV?,0:21,SHELDON,BBT,,,,,,
1_1470,1_1470_u,I don't know. It just died. I'm getting a bunch of static.,0:03,PENNY,BBT,0,NONE,Sadness,Sadness,3,6
1_1478,1_1478_c_00,Did I miss anything? Did they kick Giselle off?,0:02,LEONARD,BBT,,,,,,
1_1478,1_1478_c_01,"Not yet, but her underwater photo shoot was an embarrassment.",0:08,RAJ,BBT,,,,,,
1_1478,1_1478_u,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",0:11,HOWARD,BBT,1,EMB,Sadness,Happiness,2,6
1_1484,1_1484_c_00,Who touched my…,0:12,SHELDON,BBT,,,,,,
1_1484,1_1484_c_01,Penny! Penny did it.,0:13,HOWARD,BBT,,,,,,
1_1484,1_1484_c_02,Why would you do that?,0:17,SHELDON,BBT,,,,,,
1_1484,1_1484_c_03,"I don't know. I was hungry?
What's the big deal?",0:21,PENNY,BBT,,,,,,
1_1484,1_1484_u,The big deal is that nobody touches food on my plate.,0:04,SHELDON,BBT,0,NONE,Anger,Anger,3,7
1_1549,1_1549_c_00,Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best?,0:09,SHELDON,BBT,,,,,,
1_1549,1_1549_c_01,I have three words for you: Wrath of Khan.,0:12,RAJ,BBT,,,,,,
1_1549,1_1549_c_02,"Thank God, you're here.",0:14,HOWARD,BBT,,,,,,
1_1549,1_1549_c_03,What's the emergency?,0:15,LEONARD,BBT,,,,,,
1_1549,1_1549_c_04,I got the Mars Rover stuck in a ditch.,0:18,HOWARD,BBT,,,,,,
1_1549,1_1549_c_05,Where?,0:2,SHELDON,BBT,,,,,,
1_1549,1_1549_u,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,0:05,HOWARD,BBT,1,PRO,Disgust,Neutral,2,8
1_1560,1_1560_c_00,So my friend Leonard is gonna take you home.,0:06,HOWARD,BBT,,,,,,
1_1560,1_1560_c_01,"Okay. Let's go, friend Leonard.",0:09,PERSON,BBT,,,,,,
1_1560,1_1560_c_02,I'll call ya.,0:11,HOWARD,BBT,,,,,,
1_1560,1_1560_c_03,So are you a scientist like Howard?,0:13,PERSON,BBT,,,,,,
1_1560,1_1560_c_04,No one's a scientist like Howard.,0:15,LEONARD,BBT,,,,,,
1_1560,1_1560_c_05,My mother is so gonna love her.,0:2,HOWARD,BBT,,,,,,
1_1560,1_1560_u,How nice. Maybe they can carpool when they visit you in federal prison.,0:04,SHELDON,BBT,1,PRO,Disgust,Happiness,3,7
1_162,1_162_c_00,"On the other hand, no arousal.",0:03,PERSON,BBT,,,,,,
1_162,1_162_c_01,None?,0:04,LEONARD,BBT,,,,,,
1_162,1_162_c_02,None.,0:05,PERSON,BBT,,,,,,
1_162,1_162_c_03,Thank you for your time.,0:11,LEONARD,BBT,,,,,,
1_162,1_162_c_04,Thank you.,0:12,PERSON,BBT,,,,,,
1_162,1_162_c_05,None at all?,0:19,LEONARD,BBT,,,,,,
1_162,1_162_u,"Sheldon, if you were a robot, and I knew and you didn't...",0:06,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_1627,1_1627_c_00,"So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings.",0:09,PERSON,BBT,,,,,,
1_1627,1_1627_c_01,"Oh, my God, what did you do?",0:13,LEONARD,BBT,,,,,,
1_1627,1_1627_u,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0:08,PERSON,BBT,0,NONE,Excitement,Excitement,6,7
1_1638,1_1638_c_00,"What, Sheldon? What, Sheldon?! What, Sheldon?!",0:12,LEONARD,BBT,,,,,,
1_1638,1_1638_c_01,Tell me what you see here.,0:14,SHELDON,BBT,,,,,,
1_1638,1_1638_u,The blunt instrument that will be the focus of my murder trial?,0:04,LEONARD,BBT,1,PRO,Frustration,Neutral,3,8
1_1666,1_1666_c_00,"it will establish you as the ""alpha"" male.",0:02,SHELDON,BBT,,,,,,
1_1666,1_1666_c_01,"You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin.",0:08,SHELDON,BBT,,,,,,
1_1666,1_1666_c_02,"If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love.""",0:16,SHELDON,BBT,,,,,,
1_1666,1_1666_c_03,Huh,0:21,LEONARD,BBT,,,,,,
1_1666,1_1666_u,Would it work if I just punched you in the face?,0:03,LEONARD,BBT,0,NONE,Frustration,Frustration,3,7
1_1678,1_1678_c_00,Can you open this for me?,0:13,LEONARD,BBT,,,,,,
1_1678,1_1678_c_01,Can I see your stitches?,0:14,RAJ,BBT,,,,,,
1_1678,1_1678_c_02,Sure.,0:2,LEONARD,BBT,,,,,,
1_1678,1_1678_u,Answering the question once and for all why Wolowitz bailed out of medical school.,0:05,RAJ,BBT,0,NONE,Disgust,Disgust,3,6
1_1722,1_1722_c_00,What are you doing here?,0:02,PERSON,BBT,,,,,,
1_1722,1_1722_c_01,Hang on. 130 over 80. It's a little high.,0:08,SHELDON,BBT,,,,,,
1_1722,1_1722_c_02,We can attribute that to the stress of sneaking past the security desk.,0:11,SHELDON,BBT,,,,,,
